# animals 83, photos 824, i.p.a. 1, random 9268, algorithm 'stripecode', sc_mincost 0, sc_indelcost 0.500000, sc_useratios 1.
dbsize correctrank reciprank querytime
33 13 0.076923 0.01
33 1 1.000000 0.02
33 32 0.031250 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 5 0.200000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 17 0.058824 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 2 0.500000 0.01
33 2 0.500000 0.01
33 33 0.030303 0.02
33 1 1.000000 0.01
33 5 0.200000 0.02
33 19 0.052632 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 6 0.166667 0.01
33 32 0.031250 0.02
33 9 0.111111 0.01
33 2 0.500000 0.02
33 19 0.052632 0.01
33 11 0.090909 0.02
33 2 0.500000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 22 0.045455 0.01
33 1 1.000000 0.02
33 7 0.142857 0.01
33 4 0.250000 0.01
33 6 0.166667 0.02
33 6 0.166667 0.01
33 32 0.031250 0.01
33 14 0.071429 0.02
33 3 0.333333 0.01
33 1 1.000000 0.01
33 10 0.100000 0.02
33 1 1.000000 0.01
33 13 0.076923 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 10 0.100000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 15 0.066667 0.01
33 1 1.000000 0.01
33 22 0.045455 0.01
33 3 0.333333 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 5 0.200000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 3 0.333333 0.01
33 5 0.200000 0.01
33 1 1.000000 0.02
33 26 0.038462 0.01
33 1 1.000000 0.01
33 11 0.090909 0.02
33 5 0.200000 0.01
33 1 1.000000 0.02
33 6 0.166667 0.01
33 1 1.000000 0.02
33 14 0.071429 0.01
33 12 0.083333 0.01
33 26 0.038462 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 7 0.142857 0.02
33 1 1.000000 0.01
33 22 0.045455 0.01
33 1 1.000000 0.02
33 10 0.100000 0.01
33 5 0.200000 0.01
33 1 1.000000 0.02
33 4 0.250000 0.01
33 1 1.000000 0.02
33 10 0.100000 0.01
33 1 1.000000 0.01
33 8 0.125000 0.02
33 1 1.000000 0.02
33 4 0.250000 0.01
33 2 0.500000 0.02
33 2 0.500000 0.01
33 8 0.125000 0.01
33 11 0.090909 0.02
33 7 0.142857 0.01
33 1 1.000000 0.02
33 14 0.071429 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 2 0.500000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 7 0.142857 0.01
33 1 1.000000 0.02
33 24 0.041667 0.01
33 5 0.200000 0.01
33 1 1.000000 0.02
33 15 0.066667 0.01
33 9 0.111111 0.01
33 22 0.045455 0.02
33 26 0.038462 0.01
33 10 0.100000 0.01
33 10 0.100000 0.01
33 5 0.200000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 6 0.166667 0.01
33 9 0.111111 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 27 0.037037 0.01
33 1 1.000000 0.02
33 12 0.083333 0.01
33 2 0.500000 0.02
33 15 0.066667 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 19 0.052632 0.01
33 32 0.031250 0.01
33 1 1.000000 0.01
33 7 0.142857 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 5 0.200000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 2 0.500000 0.01
33 8 0.125000 0.01
33 22 0.045455 0.01
33 10 0.100000 0.02
33 1 1.000000 0.01
33 2 0.500000 0.02
33 10 0.100000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 9 0.111111 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 2 0.500000 0.02
33 21 0.047619 0.01
33 26 0.038462 0.01
33 1 1.000000 0.02
33 9 0.111111 0.01
33 8 0.125000 0.02
33 7 0.142857 0.01
33 1 1.000000 0.01
33 6 0.166667 0.01
33 9 0.111111 0.02
33 9 0.111111 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 32 0.031250 0.01
33 1 1.000000 0.01
33 9 0.111111 0.02
33 1 1.000000 0.01
33 3 0.333333 0.01
33 5 0.200000 0.02
33 2 0.500000 0.01
33 1 1.000000 0.01
33 14 0.071429 0.02
33 4 0.250000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 9 0.111111 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 2 0.500000 0.02
33 5 0.200000 0.01
33 3 0.333333 0.01
33 1 1.000000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 4 0.250000 0.01
33 1 1.000000 0.01
33 22 0.045455 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 3 0.333333 0.02
33 1 1.000000 0.01
33 5 0.200000 0.01
33 10 0.100000 0.02
33 33 0.030303 0.01
33 10 0.100000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 10 0.100000 0.01
33 1 1.000000 0.02
33 17 0.058824 0.01
33 2 0.500000 0.01
33 2 0.500000 0.01
33 3 0.333333 0.02
33 31 0.032258 0.01
33 5 0.200000 0.01
33 1 1.000000 0.02
33 21 0.047619 0.01
33 15 0.066667 0.01
33 1 1.000000 0.01
33 3 0.333333 0.01
33 19 0.052632 0.02
33 7 0.142857 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 3 0.333333 0.02
33 20 0.050000 0.01
33 9 0.111111 0.01
33 24 0.041667 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 2 0.500000 0.02
33 30 0.033333 0.01
33 1 1.000000 0.02
33 2 0.500000 0.01
33 2 0.500000 0.01
33 1 1.000000 0.02
33 9 0.111111 0.01
33 11 0.090909 0.01
33 4 0.250000 0.01
33 30 0.033333 0.02
33 14 0.071429 0.01
33 1 1.000000 0.01
33 31 0.032258 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 6 0.166667 0.01
33 20 0.050000 0.02
33 17 0.058824 0.01
33 1 1.000000 0.02
33 25 0.040000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 4 0.250000 0.01
33 13 0.076923 0.02
33 1 1.000000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 12 0.083333 0.01
33 1 1.000000 0.02
33 7 0.142857 0.01
33 26 0.038462 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 29 0.034483 0.01
33 1 1.000000 0.02
33 2 0.500000 0.02
33 14 0.071429 0.01
33 2 0.500000 0.01
33 18 0.055556 0.02
33 4 0.250000 0.01
33 27 0.037037 0.01
33 6 0.166667 0.02
33 9 0.111111 0.01
33 1 1.000000 0.01
33 33 0.030303 0.02
33 32 0.031250 0.01
33 1 1.000000 0.01
33 17 0.058824 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 2 0.500000 0.02
33 28 0.035714 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 22 0.045455 0.01
33 18 0.055556 0.02
33 12 0.083333 0.01
33 3 0.333333 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 9 0.111111 0.01
33 5 0.200000 0.02
33 19 0.052632 0.01
33 9 0.111111 0.01
33 15 0.066667 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 15 0.066667 0.01
33 1 1.000000 0.02
33 7 0.142857 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 4 0.250000 0.01
33 7 0.142857 0.02
33 1 1.000000 0.01
33 3 0.333333 0.01
33 19 0.052632 0.02
33 10 0.100000 0.01
33 2 0.500000 0.01
33 4 0.250000 0.02
33 33 0.030303 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 6 0.166667 0.01
33 3 0.333333 0.02
33 19 0.052632 0.02
33 5 0.200000 0.01
33 1 1.000000 0.01
33 14 0.071429 0.01
33 3 0.333333 0.01
33 10 0.100000 0.01
33 30 0.033333 0.01
33 1 1.000000 0.02
33 15 0.066667 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 10 0.100000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 2 0.500000 0.02
33 12 0.083333 0.01
33 1 1.000000 0.02
33 4 0.250000 0.01
33 29 0.034483 0.02
33 1 1.000000 0.01
33 2 0.500000 0.01
33 1 1.000000 0.01
33 10 0.100000 0.02
33 28 0.035714 0.02
33 2 0.500000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 32 0.031250 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 5 0.200000 0.01
33 13 0.076923 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 12 0.083333 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 22 0.045455 0.01
33 3 0.333333 0.02
33 1 1.000000 0.01
33 9 0.111111 0.02
33 1 1.000000 0.01
33 9 0.111111 0.01
33 20 0.050000 0.02
33 4 0.250000 0.01
33 27 0.037037 0.01
33 21 0.047619 0.02
33 1 1.000000 0.01
33 2 0.500000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 5 0.200000 0.01
33 18 0.055556 0.01
33 25 0.040000 0.02
33 2 0.500000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 4 0.250000 0.02
33 20 0.050000 0.01
33 25 0.040000 0.01
33 33 0.030303 0.02
33 1 1.000000 0.01
33 13 0.076923 0.01
33 11 0.090909 0.02
33 2 0.500000 0.01
33 1 1.000000 0.02
33 11 0.090909 0.01
33 7 0.142857 0.02
33 1 1.000000 0.01
33 24 0.041667 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 24 0.041667 0.01
33 1 1.000000 0.02
33 12 0.083333 0.01
33 17 0.058824 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 14 0.071429 0.01
33 1 1.000000 0.01
33 3 0.333333 0.02
33 3 0.333333 0.01
33 1 1.000000 0.01
33 2 0.500000 0.01
33 1 1.000000 0.02
33 10 0.100000 0.01
33 3 0.333333 0.01
33 4 0.250000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 5 0.200000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 5 0.200000 0.01
33 7 0.142857 0.01
33 2 0.500000 0.02
33 5 0.200000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 9 0.111111 0.02
33 5 0.200000 0.01
33 30 0.033333 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 18 0.055556 0.02
33 2 0.500000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 2 0.500000 0.02
33 2 0.500000 0.01
33 2 0.500000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 8 0.125000 0.01
33 18 0.055556 0.02
33 1 1.000000 0.01
33 7 0.142857 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 16 0.062500 0
33 1 1.000000 0.02
33 1 1.000000 0.01
33 10 0.100000 0.01
33 26 0.038462 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 2 0.500000 0
33 2 0.500000 0.02
33 32 0.031250 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 7 0.142857 0.01
33 7 0.142857 0.01
33 2 0.500000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 15 0.066667 0.02
33 19 0.052632 0.01
33 3 0.333333 0.02
33 33 0.030303 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 13 0.076923 0.01
33 1 1.000000 0.01
33 14 0.071429 0.01
33 8 0.125000 0.02
33 12 0.083333 0.01
33 1 1.000000 0.02
33 5 0.200000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 8 0.125000 0.02
33 25 0.040000 0.01
33 5 0.200000 0.01
33 1 1.000000 0.02
33 5 0.200000 0.01
33 14 0.071429 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 28 0.035714 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 2 0.500000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 17 0.058824 0.01
33 1 1.000000 0.01
33 4 0.250000 0.02
33 1 1.000000 0.01
33 4 0.250000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 2 0.500000 0.01
33 4 0.250000 0.02
33 3 0.333333 0.01
33 27 0.037037 0.02
33 2 0.500000 0.01
33 8 0.125000 0.01
33 1 1.000000 0.02
33 19 0.052632 0.01
33 1 1.000000 0.02
33 2 0.500000 0.01
33 1 1.000000 0.01
33 3 0.333333 0.01
33 1 1.000000 0.02
33 9 0.111111 0.01
33 21 0.047619 0.02
33 4 0.250000 0.01
33 1 1.000000 0.02
33 4 0.250000 0.01
33 14 0.071429 0.02
33 4 0.250000 0.01
33 1 1.000000 0.01
33 22 0.045455 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 33 0.030303 0.02
33 1 1.000000 0.01
33 3 0.333333 0.02
33 1 1.000000 0.02
33 1 1.000000 0.01
33 28 0.035714 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 2 0.500000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 22 0.045455 0.01
33 32 0.031250 0.01
33 19 0.052632 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 5 0.200000 0.02
33 2 0.500000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 17 0.058824 0.01
33 23 0.043478 0.01
33 1 1.000000 0.02
33 19 0.052632 0.01
33 1 1.000000 0.01
33 4 0.250000 0.02
33 29 0.034483 0.01
33 2 0.500000 0.02
33 12 0.083333 0.01
33 1 1.000000 0.01
33 5 0.200000 0.01
33 6 0.166667 0.01
33 1 1.000000 0.02
33 10 0.100000 0.01
33 1 1.000000 0.01
33 23 0.043478 0.01
33 2 0.500000 0.02
33 1 1.000000 0
33 2 0.500000 0.02
33 5 0.200000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 24 0.041667 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 33 0.030303 0.01
33 4 0.250000 0.02
33 5 0.200000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 30 0.033333 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 25 0.040000 0.02
33 7 0.142857 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 15 0.066667 0.01
33 4 0.250000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 24 0.041667 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 2 0.500000 0.01
33 1 1.000000 0.01
33 14 0.071429 0.02
33 2 0.500000 0.01
33 1 1.000000 0.01
33 26 0.038462 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 23 0.043478 0.01
33 12 0.083333 0.01
33 20 0.050000 0.02
33 31 0.032258 0.01
33 1 1.000000 0.01
33 18 0.055556 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 4 0.250000 0.01
33 5 0.200000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 5 0.200000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 2 0.500000 0.01
33 9 0.111111 0.02
33 1 1.000000 0.01
33 10 0.100000 0.01
33 2 0.500000 0.02
33 7 0.142857 0.01
33 8 0.125000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 17 0.058824 0.01
33 9 0.111111 0.01
33 7 0.142857 0.01
33 33 0.030303 0.02
33 9 0.111111 0.01
33 3 0.333333 0.01
33 1 1.000000 0.02
33 5 0.200000 0.01
33 1 1.000000 0.02
33 19 0.052632 0.01
33 1 1.000000 0.02
33 3 0.333333 0.01
33 3 0.333333 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 14 0.071429 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 2 0.500000 0.01
33 1 1.000000 0.01
33 4 0.250000 0.02
33 3 0.333333 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 14 0.071429 0.01
33 5 0.200000 0.02
33 1 1.000000 0.01
33 9 0.111111 0.01
33 21 0.047619 0.01
33 2 0.500000 0.02
33 7 0.142857 0.01
33 28 0.035714 0.01
33 3 0.333333 0.02
33 7 0.142857 0.01
33 18 0.055556 0.01
33 2 0.500000 0.02
33 28 0.035714 0.01
33 17 0.058824 0.01
33 8 0.125000 0.02
33 29 0.034483 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 5 0.200000 0.02
33 3 0.333333 0.01
33 1 1.000000 0.02
33 2 0.500000 0.01
33 1 1.000000 0.01
33 17 0.058824 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 8 0.125000 0.01
33 11 0.090909 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 8 0.125000 0.01
33 5 0.200000 0.02
33 6 0.166667 0.01
33 1 1.000000 0.01
33 29 0.034483 0.01
33 3 0.333333 0.02
33 2 0.500000 0.01
33 1 1.000000 0.01
33 3 0.333333 0.01
33 1 1.000000 0.02
33 24 0.041667 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 6 0.166667 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 7 0.142857 0.01
33 11 0.090909 0.02
33 14 0.071429 0.01
33 1 1.000000 0.01
33 15 0.066667 0.02
33 8 0.125000 0
33 1 1.000000 0.02
33 8 0.125000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 12 0.083333 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 5 0.200000 0.02
33 1 1.000000 0.01
33 26 0.038462 0.01
33 11 0.090909 0.02
33 10 0.100000 0.01
33 4 0.250000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 4 0.250000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 8 0.125000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 7 0.142857 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 12 0.083333 0.01
33 1 1.000000 0.02
33 20 0.050000 0.01
33 8 0.125000 0.02
33 1 1.000000 0.01
33 7 0.142857 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 8 0.125000 0.02
33 1 1.000000 0.01
33 21 0.047619 0.01
33 3 0.333333 0.01
33 2 0.500000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 2 0.500000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 31 0.032258 0.01
33 1 1.000000 0.01
33 7 0.142857 0.02
33 2 0.500000 0.01
33 15 0.066667 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 14 0.071429 0.02
33 8 0.125000 0.01
33 4 0.250000 0.02
33 28 0.035714 0.01
33 7 0.142857 0.01
33 11 0.090909 0.01
33 7 0.142857 0.02
33 3 0.333333 0.01
33 2 0.500000 0.01
33 3 0.333333 0.01
33 1 1.000000 0.02
33 33 0.030303 0.01
33 19 0.052632 0.01
33 1 1.000000 0.02
33 3 0.333333 0.01
33 3 0.333333 0.02
33 4 0.250000 0.01
33 12 0.083333 0.01
33 19 0.052632 0.02
33 18 0.055556 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 10 0.100000 0.01
33 19 0.052632 0.02
33 9 0.111111 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 27 0.037037 0.01
33 1 1.000000 0.01
33 12 0.083333 0.01
33 6 0.166667 0.02
33 1 1.000000 0.01
33 21 0.047619 0.01
33 15 0.066667 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 3 0.333333 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 6 0.166667 0.01
33 1 1.000000 0.01
33 11 0.090909 0.01
33 11 0.090909 0.02
33 7 0.142857 0.01
33 1 1.000000 0.01
33 32 0.031250 0.01
33 1 1.000000 0.01
33 12 0.083333 0.02
33 5 0.200000 0.01
33 3 0.333333 0.01
33 1 1.000000 0.02
33 5 0.200000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 29 0.034483 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 3 0.333333 0.02
33 4 0.250000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 14 0.071429 0.02
33 1 1.000000 0.01
33 4 0.250000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 6 0.166667 0.01
33 22 0.045455 0.02
33 7 0.142857 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 25 0.040000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 2 0.500000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 31 0.032258 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 11 0.090909 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 5 0.200000 0.02
33 19 0.052632 0.01
33 2 0.500000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 21 0.047619 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 7 0.142857 0.01
33 3 0.333333 0.01
33 2 0.500000 0.01
33 1 1.000000 0.02
33 6 0.166667 0.01
33 1 1.000000 0.02
33 2 0.500000 0.01
33 1 1.000000 0.01
33 3 0.333333 0.02
33 3 0.333333 0.01
33 1 1.000000 0.01
33 4 0.250000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 2 0.500000 0.01
33 25 0.040000 0.02
33 29 0.034483 0.01
33 13 0.076923 0.01
33 26 0.038462 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 6 0.166667 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 5 0.200000 0.02
33 2 0.500000 0.01
33 13 0.076923 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 23 0.043478 0.01
33 3 0.333333 0.02
33 13 0.076923 0.01
33 5 0.200000 0.01
33 2 0.500000 0.02
33 6 0.166667 0.01
33 1 1.000000 0.01
33 8 0.125000 0.02
33 8 0.125000 0.01
33 4 0.250000 0.01
33 1 1.000000 0.02
33 4 0.250000 0.01
33 1 1.000000 0.01
33 2 0.500000 0.02
33 12 0.083333 0.01
33 6 0.166667 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 3 0.333333 0.01
33 1 1.000000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 23 0.043478 0.01
33 11 0.090909 0.01
33 3 0.333333 0.01
33 16 0.062500 0.02
33 10 0.100000 0.01
33 1 1.000000 0.01
33 26 0.038462 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 4 0.250000 0.02
33 1 1.000000 0.01
33 15 0.066667 0.01
33 3 0.333333 0.01
33 1 1.000000 0.02
33 3 0.333333 0.01
33 2 0.500000 0.01
33 3 0.333333 0.02
33 5 0.200000 0.01
33 25 0.040000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 3 0.333333 0.01
33 7 0.142857 0.02
33 3 0.333333 0.01
33 5 0.200000 0.01
33 13 0.076923 0.01
33 2 0.500000 0.01
33 5 0.200000 0.02
33 1 1.000000 0.01
33 3 0.333333 0.02
33 2 0.500000 0.01
33 33 0.030303 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 5 0.200000 0.01
33 1 1.000000 0.02
33 16 0.062500 0.01
33 25 0.040000 0.01
33 1 1.000000 0.01
33 1 1.000000 0.01
33 2 0.500000 0.01
33 3 0.333333 0.02
33 2 0.500000 0.01
33 4 0.250000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 4 0.250000 0.01
33 1 1.000000 0.02
33 13 0.076923 0
33 9 0.111111 0.02
33 28 0.035714 0.01
33 15 0.066667 0.01
33 2 0.500000 0.02
33 13 0.076923 0.01
33 1 1.000000 0.01
33 5 0.200000 0.01
33 2 0.500000 0.02
33 1 1.000000 0.01
33 3 0.333333 0.01
33 2 0.500000 0.02
33 33 0.030303 0.01
33 8 0.125000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 2 0.500000 0.02
33 4 0.250000 0.01
33 11 0.090909 0.01
33 1 1.000000 0.01
33 1 1.000000 0.02
33 32 0.031250 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
33 12 0.083333 0.02
33 1 1.000000 0.01
33 9 0.111111 0.02
33 15 0.066667 0.01
33 1 1.000000 0.02
33 1 1.000000 0.01
33 1 1.000000 0.01
